15100	0.25	11.5	3.5	60.83
14000	0.25	11.5	2.8	58.65
13600	0.25	11.5	2.3	58.65
14400	0.25	15.5	3	60.83
18100	0.25	15.5	2.75	60.83
18100	0.25	19.5	2.5	60.83
13500	0.25	19.5	2.75	60.83
22600	0.56	19.5	2.5	60.83
24600	0.56	19.5	2.5	60.83
27900	0.56	27.5	2.5	58.74
29100	0.56	27.5	2.5	58.74
28900	0.56	35.5	2	51.96
29300	0.56	35.5	2.5	51.96
36800	1.00	31.5	2.5	58.74
37100	1.00	31.5	2.5	58.74
26100	0.56	19.5	3.25	58.74
29200	0.56	19.5	3.5	58.74
33700	0.56	27.5	2.75	58.74
37600	0.56	27.5	3	58.74
32000	0.56	35.5	3.25	51.96
35200	0.56	35.5	3.25	51.96
45600	1.00	31.5	3.5	69.07
43600	1.00	31.5	3.3	69.07
50200	1.00	39.5	3.5	69.07
50600	1.00	39.5	3.5	69.07
52200	1.00	47.5	3.5	69.07
58500	1.00	47.5	3.6	69.07
